Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
CZR,"Caesars Entertainment Inc",55,-0.29,-0.52%,55.19,53.96,3680000,2023-08-03
DE,"Deere & Company",423.94,-6.59,-1.53%,429.31,421.24,1083900,2023-08-03
DFS,"Discover Financial Services",102.59,-0.56,-0.54%,103.13,101.83,1185100,2023-08-03
DG,"Dollar General Corp",168.84,0.96,+0.57%,170.46,167.41,1562400,2023-08-03
DGX,"Quest Diagnostics Inc",136.69,1.93,+1.43%,136.87,134.49,715400,2023-08-03
DIS,"Walt Disney Company",85.49,-0.81,-0.94%,86.46,85.45,14194101,2023-08-03
DLR,"Digital Realty Trust",120.85,-2.51,-2.03%,122.3,118.46,3073000,2023-08-03
DLTR,"Dollar Tree Inc",150.57,-0.79,-0.52%,152.1,150.53,1647500,2023-08-03
DOV,"Dover Corp",142.71,-0.26,-0.18%,143.3,141.09,830400,2023-08-03
DOW,"Dow Inc",54.9,0.2,+0.37%,55.73,54.36,4630300,2023-08-03
DRI,"Darden Restaurants",162.93,-1.2,-0.73%,164.04,162.39,1248100,2023-08-03
DVA,"Davita Healthcare Partners Inc",101.56,-0.41,-0.40%,102.76,101.23,682000,2023-08-03
DVN,"Devon Energy Corp",50.83,1.09,+2.19%,51.75,49.89,12958600,2023-08-03
EA,"Electronic Arts Inc",123.83,-2.48,-1.96%,126.85,123.72,4083500,2023-08-03
EBAY,"Ebay Inc",43.61,-0.15,-0.34%,43.87,43.32,3928900,2023-08-03
ECL,"Ecolab Inc",181.49,-3.42,-1.85%,185.2,181.02,2091100,2023-08-03
EG,"Everest Re Group",362.3,2.75,+0.76%,365.04,357.79,216000,2023-08-03
EIX,"Edison International",70.34,-1.2,-1.68%,71.29,70.05,1103500,2023-08-03
EL,"Estee Lauder Companies",171.84,-0.66,-0.38%,173.35,171.03,3216200,2023-08-03
ELV,"Elevance Health Inc",468.01,-3.71,-0.79%,470.78,463.89,1309700,2023-08-03
EMR,"Emerson Electric Company",95.89,0.75,+0.79%,97.3,95.46,4754000,2023-08-03
EOG,"Eog Resources",131.69,1.65,+1.27%,133.3,129.9,4302000,2023-08-03
EQIX,"Equinix Inc",759.42,-46.21,-5.74%,768.64,740.26,911000,2023-08-03
EQR,"Equity Residential",65.44,-0.38,-0.58%,65.97,63.98,2121600,2023-08-03
